player_sum,dealer,usable,tc_bucket,action,q
6,6,0,13,0,-0.018021914089755814
6,6,0,13,1,-0.013136705635109075
11,6,0,13,0,0.045240938928338394
11,6,0,13,1,0.21978321721921376
12,10,0,13,0,-0.5319015263529033
12,10,0,13,1,-0.4454457144838375
15,10,0,12,0,-0.611489727914304
15,10,0,12,1,-0.5545227486854007
15,10,1,13,0,-0.12789977002107472
15,10,1,13,1,-0.12418611414049004
19,10,0,10,0,-0.004579534303166096
19,10,0,10,1,-0.7428109747512646
19,5,1,9,0,0.21657805014748446
19,5,1,9,1,0.01856999853971878
19,5,1,10,0,0.45763570125923103
19,5,1,10,1,0.00878746929976273
15,10,0,9,0,-0.575741278555334
15,10,0,9,1,-0.6314768767517456
5,10,0,10,0,-0.40029344354278495
5,10,0,10,1,-0.3160288358852666
16,10,0,8,0,-0.5895176270331112
16,10,0,8,1,-0.6020954076179766
17,10,0,7,0,-0.3598724536266814
17,10,0,7,1,-0.6212837901562431
21,10,0,8,0,0.8598192301596074
21,10,0,8,1,-0.9008951844811254
22,9,0,6,0,0.0
22,9,0,6,1,0.0
20,9,0,5,0,0.7177479530016073
20,9,0,5,1,-0.48309173156426904
8,9,0,7,0,-0.12655951416203018
8,9,0,7,1,-0.11291880542139418
8,9,0,8,0,-0.13061732127415884
8,9,0,8,1,-0.12484593670080966
14,9,0,8,0,-0.39106190901364235
14,9,0,8,1,-0.4270856479904902
14,9,0,7,0,-0.40749699044069065
14,9,0,7,1,-0.33233204909618036
9,10,0,13,0,-0.43105242955883727
9,10,0,13,1,-0.23201336531392688
9,10,0,10,0,-0.6317340156778494
9,10,0,10,1,-0.2266786409179286
21,3,1,15,0,0.4822787367233412
21,3,1,15,1,0.019034643843461027
21,3,1,11,0,0.827994708640655
21,3,1,11,1,0.04131143018069484
21,10,0,16,0,0.8236900659761219
21,10,0,16,1,-0.33102824143031945
15,10,0,14,0,-0.6119164727983626
15,10,0,14,1,-0.5898047597975317
31,10,0,14,0,0.0
31,10,0,14,1,0.0
30,10,0,3,0,0.0
30,10,0,3,1,0.0
20,10,0,7,0,0.5139834892531449
20,10,0,7,1,-0.8448785020907381
12,7,0,5,0,-0.19239846677635136
12,7,0,5,1,-0.16578804118345764
12,7,0,2,0,-0.1719241862556163
12,7,0,2,1,-0.15875296251244553
28,2,0,10,0,0.0
28,2,0,10,1,0.0
19,2,0,10,0,0.45850063647235706
19,2,0,10,1,-0.7188654921245857
24,1,0,9,0,0.0
24,1,0,9,1,0.0
16,1,0,9,0,-0.6910718955090679
16,1,0,9,1,-0.6648057533612162
8,1,0,9,0,-0.20849981654098776
8,1,0,9,1,-0.20698500883213142
8,1,0,10,0,-0.42391039872255787
8,1,0,10,1,-0.3965959616311242
18,10,0,10,0,-0.3035505586643782
18,10,0,10,1,-0.7058377715559451
10,10,0,10,0,-0.6485828060368207
10,10,0,10,1,-0.03545179052522402
25,10,0,10,0,0.0
25,10,0,10,1,0.0
13,4,0,10,0,-0.15812192674855752
13,4,0,10,1,-0.3234122170093483
7,6,0,12,0,-0.08275621466212825
7,6,0,12,1,0.00153485987466678
18,10,0,13,0,-0.19462031817410916
18,10,0,13,1,-0.6352325149433143
17,10,0,15,0,-0.5050263778854753
17,10,0,15,1,-0.5203552064319209
10,10,0,15,0,-0.2815028406860779
10,10,0,15,1,-0.009710208823923662
20,10,0,16,0,0.4557416211068445
20,10,0,16,1,-0.6164212479199359
27,9,0,14,0,0.0
27,9,0,14,1,0.0
20,9,0,14,0,0.7726212324467623
20,9,0,14,1,-0.4136640923602326
21,4,0,13,0,0.5591985798820144
21,4,0,13,1,-0.26029962661171957
21,4,1,14,0,0.6626176547461671
21,4,1,14,1,0.015569857289354186
31,4,0,12,0,0.0
31,4,0,12,1,0.0
16,7,0,11,0,-0.4914300570834326
16,7,0,11,1,-0.5148387654641626
16,7,0,12,0,-0.5109683314408895
16,7,0,12,1,-0.4318065512891439
21,5,0,12,0,0.7055439720016683
21,5,0,12,1,-0.2299568541948447
11,5,0,13,0,-0.007786657928454231
11,5,0,13,1,0.20086041403009447
29,5,0,12,0,0.0
29,5,0,12,1,0.0
20,10,0,14,0,0.3881245195286294
20,10,0,14,1,-0.7866617414857991
11,10,0,14,0,-0.4500871303189062
11,10,0,14,1,0.01802785356940186
30,10,0,13,0,0.0
30,10,0,13,1,0.0
18,10,0,8,0,-0.191070761713261
18,10,0,8,1,-0.6656004868996734
18,10,1,10,0,-0.30848143492817565
18,10,1,10,1,-0.1098744832632208
28,10,0,6,0,0.0
28,10,0,6,1,0.0
11,3,0,12,0,-0.05317718918264107
11,3,0,12,1,0.22866567304963734
20,1,0,3,0,0.17401310724814575
20,1,0,3,1,-0.2943394800884253
8,10,0,10,0,-0.5758149533236208
8,10,0,10,1,-0.2856512214296578
6,10,0,5,0,-0.19038116619639178
6,10,0,5,1,-0.18752493014568913
8,10,0,15,0,-0.28778039861266885
8,10,0,15,1,-0.27885479290725607
9,9,0,11,0,-0.21502560817435706
9,9,0,11,1,-0.039819283499831964
29,10,0,11,0,0.0
29,10,0,11,1,0.0
27,6,0,11,0,0.0
27,6,0,11,1,0.0
17,6,0,11,0,-0.03382382749868849
17,6,0,11,1,-0.39024486240141204
23,5,0,11,0,0.0
23,5,0,11,1,0.0
29,10,0,9,0,0.0
29,10,0,9,1,0.0
13,2,0,10,0,-0.3754989825291387
13,2,0,10,1,-0.32321027607276953
10,2,0,12,0,-0.08537430920936585
10,2,0,12,1,0.18539095550106702
10,6,0,14,0,-0.05024401345987586
10,6,0,14,1,0.21078544769787158
5,6,0,13,0,-0.01849678294521947
5,6,0,13,1,-0.007208919710961156
21,6,1,13,0,0.6560642309796327
21,6,1,13,1,0.024657373419810957
21,6,1,12,0,0.8455169874538515
21,6,1,12,1,0.04810574879953518
16,7,0,13,0,-0.5181203162273803
16,7,0,13,1,-0.4215525611191764
12,6,0,14,0,-0.11838558451967802
12,6,0,14,1,-0.14806424521065223
12,6,0,15,0,-0.07937946260791451
12,6,0,15,1,-0.17145318244678695
16,3,0,15,0,-0.10872413451507998
16,3,0,15,1,-0.19975673410551578
16,3,0,16,0,-0.08018622978744991
16,3,0,16,1,-0.1083897758391126
23,7,0,15,0,0.0
23,7,0,15,1,0.0
13,7,0,17,0,-0.1992960825508028
13,7,0,17,1,-0.21270493196244616
14,4,1,18,0,-0.010099
14,4,1,18,1,0.0039939990085947775
21,5,1,18,0,0.36015438704660785
21,5,1,18,1,0.005811232350141762
11,9,0,20,0,-0.20599926086764692
11,9,0,20,1,0.12240789779423832
6,9,0,20,0,-0.11334742214584737
6,9,0,20,1,-0.1057727086288413
20,10,0,20,0,0.41757164808392827
20,10,0,20,1,-0.6145788593831443
18,10,0,14,0,-0.3820713790961582
18,10,0,14,1,-0.5799093101108134
19,10,0,8,0,-0.0835554130565215
19,10,0,8,1,-0.6901154926982553
24,4,0,10,0,0.0
24,4,0,10,1,0.0
19,4,0,10,0,0.4453987266872387
19,4,0,10,1,-0.6216917886000967
20,9,0,11,0,0.7562003278471573
20,9,0,11,1,-0.5957306295565208
12,9,0,11,0,-0.4099536949215505
12,9,0,11,1,-0.26970694049766636
19,5,1,14,0,0.0203697501756509
19,5,1,14,1,0.08291982012904918
19,5,1,13,0,-0.016575600861794583
19,5,1,13,1,0.0831836485247256
28,10,0,12,0,0.0
28,10,0,12,1,0.0
20,10,0,12,0,0.4236591456681305
20,10,0,12,1,-0.8296177055658339
20,10,0,10,0,0.4507727389350427
20,10,0,10,1,-0.8051740920176472
18,8,0,12,0,0.1635200295304537
18,8,0,12,1,-0.41676402670148904
18,8,0,10,0,0.132642719578093
18,8,0,10,1,-0.48975142831265084
14,2,0,11,0,-0.3962086406452417
14,2,0,11,1,-0.3837882276019066
14,2,0,14,0,-0.2798002948049007
14,2,0,14,1,-0.3446889858689579
12,4,0,13,0,-0.16429995875968878
12,4,0,13,1,-0.21935710474109005
20,10,1,12,0,0.3280372281173035
20,10,1,12,1,-0.04175704880748193
13,10,1,12,0,-0.14235476784396717
13,10,1,12,1,-0.10818197802764973
20,10,1,13,0,0.37104884802929217
20,10,1,13,1,0.0021796041309164217
13,3,0,11,0,-0.15315758686402572
13,3,0,11,1,-0.29072471674411254
13,3,0,15,0,-0.07323639167211132
13,3,0,15,1,-0.2395904564117755
20,10,0,11,0,0.3657201416222578
20,10,0,11,1,-0.8808378702743586
15,10,0,10,0,-0.6071930115850275
15,10,0,10,1,-0.4745982100616775
23,10,0,13,0,0.0
23,10,0,13,1,0.0
24,9,0,14,0,0.0
24,9,0,14,1,0.0
19,9,0,12,0,0.2803910987462083
19,9,0,12,1,-0.31873612028821274
9,3,0,20,0,-0.0413523139642695
9,3,0,20,1,0.11677057745122463
14,4,1,20,0,-0.00186170032339651
14,4,1,20,1,0.0015764177920888419
13,8,0,9,0,-0.3758701724516065
13,8,0,9,1,-0.2696994988034348
13,8,1,10,0,-0.18463307579419977
13,8,1,10,1,-0.0018943276831842153
20,5,0,9,0,0.6613068516714498
20,5,0,9,1,-0.7017816604675233
20,5,0,8,0,0.6705553975689476
20,5,0,8,1,-0.7135881423058265
7,7,0,11,0,-0.1278330518449977
7,7,0,11,1,-0.09794412344271812
7,7,0,10,0,-0.1596760294832778
7,7,0,10,1,-0.09814244659926286
9,10,0,11,0,-0.5250249475028554
9,10,0,11,1,-0.2098764360921692
14,10,0,11,0,-0.597861896448248
14,10,0,11,1,-0.5532937215834226
20,3,1,12,0,0.35288147038718565
20,3,1,12,1,0.019094549904372166
20,3,1,11,0,0.43845319109275366
20,3,1,11,1,0.02489251767811067
19,1,0,10,0,-0.09188965399304098
19,1,0,10,1,-0.6645172175282879
21,5,1,10,0,0.8415420676630793
21,5,1,10,1,0.08369478225637607
19,6,0,12,0,0.4093565919209697
19,6,0,12,1,-0.4154333521694128
9,6,0,13,0,0.002799233121638536
9,6,0,13,1,0.1263942516955938
29,6,0,11,0,0.0
29,6,0,11,1,0.0
23,10,0,11,0,0.0
23,10,0,11,1,0.0
15,8,0,12,0,-0.5335991884612741
15,8,0,12,1,-0.4235985076165589
15,8,0,11,0,-0.4924282001661282
15,8,0,11,1,-0.3874251106387432
25,6,0,12,0,0.0
25,6,0,12,1,0.0
20,6,0,11,0,0.7033538859541913
20,6,0,11,1,-0.6222875452374732
21,6,1,8,0,0.889384663572257
21,6,1,8,1,0.04652796022905602
21,6,1,11,0,0.821340327756179
21,6,1,11,1,0.06201039885518022
25,5,0,8,0,0.0
25,5,0,8,1,0.0
20,5,0,6,0,0.7024181601945195
20,5,0,6,1,-0.5206293715301611
17,10,1,4,0,-0.1469891805858813
17,10,1,4,1,-0.14820667512480867
17,10,1,6,0,-0.1803106249850629
17,10,1,6,1,-0.17017769047093395
20,2,0,7,0,0.6857696218365683
20,2,0,7,1,-0.6180573263274789
11,2,0,7,0,-0.06508191825140029
11,2,0,7,1,0.04824052729700681
20,2,0,12,0,0.6867307815512298
20,2,0,12,1,-0.5985614093387166
17,2,0,10,0,-0.10977640695248297
17,2,0,10,1,-0.4436982708731387
17,2,0,13,0,-0.07691229318864584
17,2,0,13,1,-0.3020952342678862
8,7,0,20,0,-0.11328882837099995
8,7,0,20,1,0.04751219721098858
6,7,0,19,0,-0.01980199
6,7,0,19,1,-0.012756468671674598
26,1,0,8,0,0.0
26,1,0,8,1,0.0
15,10,0,8,0,-0.5715489419987457
15,10,0,8,1,-0.4523280016626348
10,3,0,10,0,-0.11638440870306094
10,3,0,10,1,0.2138249406012209
13,8,0,10,0,-0.4188955838168667
13,8,0,10,1,-0.32633398191970164
19,1,0,8,0,-0.10603023717007863
19,1,0,8,1,-0.618017754944291
9,8,0,10,0,-0.1961134999871549
9,8,0,10,1,0.01798120101346226
23,6,0,11,0,0.0
23,6,0,11,1,0.0
15,6,0,11,0,-0.22836204869817275
15,6,0,11,1,-0.38829858515488846
21,10,0,10,0,0.8819704890575227
21,10,0,10,1,-0.9854649367632059
14,10,0,10,0,-0.5328864523082433
14,10,0,10,1,-0.43310367246912934
31,10,0,10,0,0.0
31,10,0,10,1,0.0
20,3,0,11,0,0.5452882835948478
20,3,0,11,1,-0.6143972240387862
16,3,0,10,0,-0.2794894735510107
16,3,0,10,1,-0.5292068202089101
28,3,0,11,0,0.0
28,3,0,11,1,0.0
25,10,0,7,0,0.0
25,10,0,7,1,0.0
15,10,0,5,0,-0.5938704536100295
15,10,0,5,1,-0.4928195429310394
13,4,0,6,0,-0.2526679985050862
13,4,0,6,1,-0.22187426716000377
6,9,0,10,0,-0.19774707826770976
6,9,0,10,1,-0.1740279369451245
13,2,0,12,0,-0.16082435333116726
13,2,0,12,1,-0.32762504032027256
13,2,0,14,0,-0.32324467364016707
13,2,0,14,1,-0.31510706268417665
18,1,0,10,0,-0.4596693324378377
18,1,0,10,1,-0.6819896244784732
18,1,0,6,0,-0.3743435562402313
18,1,0,6,1,-0.44497907080656923
23,4,0,14,0,0.0
23,4,0,14,1,0.0
16,4,0,14,0,-0.11137872151353957
16,4,0,14,1,-0.21829696326729942
16,1,1,10,0,-0.25259769935547954
16,1,1,10,1,-0.23815255018697523
16,1,1,9,0,-0.1539025150257496
16,1,1,9,1,-0.15763816591242222
21,5,0,9,0,0.5589692840073146
21,5,0,9,1,-0.20638571635634448
21,5,0,8,0,0.8128829871885672
21,5,0,8,1,-0.26769663034560237
7,9,0,9,0,-0.0973274434404306
7,9,0,9,1,-0.09635218630492624
7,9,0,10,0,-0.25792607148336194
7,9,0,10,1,-0.2381134913483908
22,10,0,8,0,0.0
22,10,0,8,1,0.0
14,10,0,8,0,-0.5320662242607568
14,10,0,8,1,-0.4753795358079061
23,5,0,9,0,0.0
23,5,0,9,1,0.0
17,8,0,9,0,-0.3641972481924681
17,8,0,9,1,-0.5006601779311782
22,1,0,7,0,0.0
22,1,0,7,1,0.0
20,1,0,6,0,0.22137630525119462
20,1,0,6,1,-0.6582613364043103
14,7,0,6,0,-0.3817856348239192
14,7,0,6,1,-0.3428031841546298
21,7,1,5,0,0.7752239361141541
21,7,1,5,1,-0.007507374554864429
24,7,0,5,0,0.0
24,7,0,5,1,0.0
24,6,0,6,0,0.0
24,6,0,6,1,0.0
18,6,0,6,0,0.14260226749770777
18,6,0,6,1,-0.30821611248855224
14,3,0,8,0,-0.3946532556767845
14,3,0,8,1,-0.3843059076294071
12,3,0,7,0,-0.24651579897170456
12,3,0,7,1,-0.1888242028658452
20,3,0,10,0,0.6453296925374827
20,3,0,10,1,-0.816415606420659
24,3,0,11,0,0.0
24,3,0,11,1,0.0
16,9,0,11,0,-0.4938675704339967
16,9,0,11,1,-0.5435627299054009
15,3,0,11,0,-0.1866200857617541
15,3,0,11,1,-0.4318694138054357
18,3,1,11,0,0.03708885051622743
18,3,1,11,1,-0.014985719440027018
15,3,0,13,0,-0.20583126338197705
15,3,0,13,1,-0.3573261140829985
9,10,0,15,0,-0.3063597110500379
9,10,0,15,1,-0.1614857105716206
20,4,0,20,0,0.5901532578868404
20,4,0,20,1,-0.39621642965889003
15,4,0,18,0,-0.05141684757446118
15,4,0,18,1,-0.08782183012321161
27,4,0,20,0,0.0
27,4,0,20,1,0.0
18,4,0,20,0,0.2525846494451223
18,4,0,20,1,-0.3289087576181835
21,10,0,20,0,0.8623592586101418
21,10,0,20,1,-0.6588339384859575
11,10,0,20,0,-0.47338478208065227
11,10,0,20,1,0.03854143819657068
30,10,0,20,0,0.0
30,10,0,20,1,0.0
21,6,0,8,0,0.721544526841902
21,6,0,8,1,-0.3573883979152816
20,6,0,9,0,0.7013086708120388
20,6,0,9,1,-0.669176857259537
21,6,0,9,0,0.6042199885015623
21,6,0,9,1,-0.19027213177874144
20,4,0,8,0,0.7242358337650636
20,4,0,8,1,-0.7051191142565604
14,8,0,8,0,-0.47850216837113946
14,8,0,8,1,-0.4367618368417836
17,8,1,8,0,-0.11746971719068054
17,8,1,8,1,-0.06709195346877687
9,8,0,9,0,-0.05633448113260911
9,8,0,9,1,0.016886835805647996
12,1,0,10,0,-0.6174769368855269
12,1,0,10,1,-0.5452645627919567
16,2,0,12,0,-0.3281929406549114
16,2,0,12,1,-0.3665873984820221
16,2,0,13,0,-0.16592270218064786
16,2,0,13,1,-0.33968573862007356
13,10,1,11,0,-0.16655969670705825
13,10,1,11,1,-0.13380096842464406
12,3,0,15,0,-0.28145239504360087
12,3,0,15,1,-0.2210612287475841
5,3,0,15,0,-0.039307930399
5,3,0,15,1,-0.02089448030052346
12,3,0,13,0,-0.30717068858564944
12,3,0,13,1,-0.2756047788655753
12,4,0,14,0,-0.04205041215637921
12,4,0,14,1,-0.20279278479233123
12,4,0,15,0,-0.25805643286911983
12,4,0,15,1,-0.23134277829680172
16,10,0,13,0,-0.5836877896536911
16,10,0,13,1,-0.6698489505168871
16,7,1,13,0,-0.017560943949177316
16,7,1,13,1,-0.041002612568824974
18,7,0,13,0,0.4416308578453112
18,7,0,13,1,-0.2770660460107983
21,10,1,11,0,0.8904454736055077
21,10,1,11,1,0.015371103085911247
26,10,0,11,0,0.0
26,10,0,11,1,0.0
18,10,0,11,0,-0.2591717023720952
18,10,0,11,1,-0.6812222472109327
24,7,0,18,0,0.0
24,7,0,18,1,0.0
15,7,0,17,0,-0.23415248278655376
15,7,0,17,1,-0.23373402668260113
13,7,0,11,0,-0.387339925197339
13,7,0,11,1,-0.3394751250780781
13,7,0,10,0,-0.515083408925196
13,7,0,10,1,-0.2762576994624801
29,4,0,10,0,0.0
29,4,0,10,1,0.0
19,4,0,11,0,0.44411834196127675
19,4,0,11,1,-0.5539581845523509
26,10,0,9,0,0.0
26,10,0,9,1,0.0
20,10,0,8,0,0.45714661923400507
20,10,0,8,1,-0.7388655410791071
25,4,0,8,0,0.0
25,4,0,8,1,0.0
20,4,0,7,0,0.6279307387803874
20,4,0,7,1,-0.6265139904987358
15,4,0,11,0,-0.1672886063761769
15,4,0,11,1,-0.34749237305332986
15,4,0,8,0,-0.3209451020357625
15,4,0,8,1,-0.31889111626299554
13,10,1,10,0,-0.33677363423151285
13,10,1,10,1,-0.11196983932643195
18,8,0,11,0,0.10571708615987581
18,8,0,11,1,-0.405026933584097
12,8,0,10,0,-0.5687089271435423
12,8,0,10,1,-0.2914037851526442
18,8,0,13,0,0.08472090989083216
18,8,0,13,1,-0.30667205257075464
15,8,1,13,0,-0.06682131824888321
15,8,1,13,1,-0.05967183526050787
14,8,1,14,0,-0.0389217990435227
14,8,1,14,1,-0.03215513028818143
17,8,1,14,0,-0.03086616590409995
17,8,1,14,1,-0.025025856974876727
19,8,1,15,0,0.0098039701
19,8,1,15,1,0.025755726681859725
19,8,1,17,0,0.07020472222646276
19,8,1,17,1,0.0008922040639956133
12,7,0,20,0,-0.3509163714861916
12,7,0,20,1,-0.26008787688049406
12,7,0,19,0,-0.10264208365853539
12,7,0,19,1,-0.08797622288926586
19,7,0,20,0,0.7067477036226029
19,7,0,20,1,-0.29903684535961966
16,7,0,20,0,-0.4410152602888539
16,7,0,20,1,-0.3884669132838064
20,7,0,20,0,0.8266494869563703
20,7,0,20,1,-0.5025443547372404
16,9,0,20,0,-0.480358093523361
16,9,0,20,1,-0.4881351832886921
9,9,0,20,0,-0.17374875930202968
9,9,0,20,1,-0.04739490346278023
26,9,0,20,0,0.0
26,9,0,20,1,0.0
20,1,0,19,0,0.06405612484218878
20,1,0,19,1,-0.06749070228226937
20,1,0,20,0,0.005686394511014058
20,1,0,20,1,-0.5043098953239241
12,8,0,20,0,-0.4027387281661143
12,8,0,20,1,-0.39097646547759674
18,10,0,20,0,-0.3865408424665569
18,10,0,20,1,-0.6232870147363591
16,10,1,9,0,-0.27543726990532347
16,10,1,9,1,-0.22711234188650664
26,10,0,8,0,0.0
26,10,0,8,1,0.0
18,4,0,8,0,0.2239010898844293
18,4,0,8,1,-0.42572225846003
12,8,0,7,0,-0.30696248442025853
12,8,0,7,1,-0.2766594535986269
20,5,0,4,0,0.5181111303180452
20,5,0,4,1,-0.27896050807993994
25,7,0,4,0,0.0
25,7,0,4,1,0.0
15,7,0,5,0,-0.33039509334139294
15,7,0,5,1,-0.26553291183660643
12,1,0,4,0,-0.356385092284722
12,1,0,4,1,-0.3518732090193441
26,7,0,3,0,0.0
26,7,0,3,1,0.0
20,7,0,2,0,0.6395968832180056
20,7,0,2,1,-0.3056123719527537
20,7,0,1,0,0.4869862486708121
20,7,0,1,1,-0.17383137616441327
17,4,0,2,0,-0.05640688133754573
17,4,0,2,1,-0.1157720435357315
14,4,0,1,0,-0.10495468861894733
14,4,0,1,1,-0.11145181914581587
26,4,0,1,0,0.0
26,4,0,1,1,0.0
25,10,0,0,0,0.0
25,10,0,0,1,0.0
19,3,1,0,0,0.159923370373532
19,3,1,0,1,-0.012813850016040029
15,4,0,0,0,-0.35222435613699987
15,4,0,0,1,-0.28925566270590397
12,8,0,0,0,-0.28202741165971446
12,8,0,0,1,-0.1939510576353989
14,1,0,0,0,-0.5421456614310959
14,1,0,0,1,-0.5052186652255574
12,1,0,0,0,-0.4588641817315684
12,1,0,0,1,-0.3842112548836244
19,1,0,1,0,-0.10276905286134443
19,1,0,1,1,-0.11274640199274329
20,1,0,0,0,0.29286006450262164
20,1,0,0,1,-0.6459114804247945
24,1,0,0,0,0.0
24,1,0,0,1,0.0
17,2,0,0,0,-0.31678867393113314
17,2,0,0,1,-0.28685047899479843
13,2,0,0,0,-0.2810893605313826
13,2,0,0,1,-0.19131197593160656
23,2,0,0,0,0.0
23,2,0,0,1,0.0
19,5,0,0,0,0.3234100691569598
19,5,0,0,1,-0.3898289233893484
18,10,0,9,0,-0.17574416893489184
18,10,0,9,1,-0.6390721894256304
22,3,0,11,0,0.0
22,3,0,11,1,0.0
